iso_code,year,model_fuel,generation_twh,capacity_gw,emissions_mtco2,irena_capacity_gw,irena_generation_twh,r10
AFG,2012,oil,0.07,0.24,0.05,0.235911,0.193575,R10INDIA+
AFG,2012,solar,0.03,0.02,0.0,0.016122,0.028374,R10INDIA+
AFG,2012,windon,0.0,0.0,0.0,0.0001,0.000123,R10INDIA+
AFG,2013,bioenergy,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2013,coal,0.12,0.0,0.11,0.0,0.0,R10INDIA+
AFG,2013,gas,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2013,hydro,0.86,0.28,0.02,0.276697,0.854829,R10INDIA+
AFG,2013,nuclear,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2013,oil,0.1,0.24,0.07,0.236661,0.20737499999999998,R10INDIA+
AFG,2013,solar,0.03,0.02,0.0,0.016843,0.029643,R10INDIA+
AFG,2013,windon,0.0,0.0,0.0,0.0001,0.000123,R10INDIA+
AFG,2014,bioenergy,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2014,coal,0.11,0.0,0.1,0.0,0.0,R10INDIA+
AFG,2014,gas,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2014,hydro,0.97,0.28,0.02,0.280146,0.967683,R10INDIA+
AFG,2014,nuclear,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2014,oil,0.05,0.24,0.03,0.236661,0.170138,R10INDIA+
AFG,2014,solar,0.03,0.02,0.0,0.018363,0.032319,R10INDIA+
AFG,2014,windon,0.0,0.0,0.0,0.0001,0.000123,R10INDIA+
AFG,2015,bioenergy,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2015,coal,0.1,0.0,0.09,0.0,0.0,R10INDIA+
AFG,2015,gas,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2015,hydro,1.0,0.28,0.02,0.28359500000000004,1.000571,R10INDIA+
AFG,2015,nuclear,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2015,oil,0.05,0.24,0.03,0.236661,0.14666300000000002,R10INDIA+
AFG,2015,solar,0.03,0.02,0.0,0.019011,0.033319,R10INDIA+
AFG,2015,windon,0.0,0.0,0.0,0.0001,0.000123,R10INDIA+
AFG,2016,bioenergy,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2016,coal,0.09,0.0,0.08,0.0,0.0,R10INDIA+
AFG,2016,gas,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2016,hydro,1.02,0.33,0.02,0.329044,1.024908,R10INDIA+
AFG,2016,nuclear,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2016,oil,0.06,0.24,0.04,0.236661,0.148318,R10INDIA+
AFG,2016,solar,0.04,0.02,0.0,0.02068,0.035551,R10INDIA+
AFG,2016,windon,0.0,0.0,0.0,0.0001,0.000123,R10INDIA+
AFG,2017,bioenergy,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2017,coal,0.11,0.0,0.1,0.0,0.0,R10INDIA+
AFG,2017,gas,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2017,hydro,1.05,0.35,0.02,0.348993,1.042548,R10INDIA+
AFG,2017,nuclear,0.0,0.0,0.0,0.0,0.0,R10INDIA+
AFG,2017,oil,0.06,0.24,0.04,0.236661,0.16361799999999999,R10INDIA+
