iso_code,Year,month,monthly_hydro_cf,Generation_TWh,Capacity_GW
CHL,2016,6,0.2890899949723479,1.38,6.63
CHL,2016,7,0.26760083686079894,1.32,6.63
CHL,2016,8,0.32233737167323506,1.59,6.63
CHL,2016,9,0.31003854533266295,1.48,6.63
CHL,2016,10,0.3203100926061078,1.58,6.63
CHL,2016,11,0.3875481816658287,1.85,6.63
CHL,2016,12,0.3791011855527985,1.87,6.63
CHL,2017,1,0.3961516694963214,1.96,6.65
CHL,2017,2,0.35580021482277124,1.59,6.65
CHL,2017,3,0.2566901123777185,1.27,6.65
CHL,2017,4,0.2318295739348371,1.11,6.65
CHL,2017,5,0.2566901123777185,1.27,6.65
CHL,2017,6,0.3007518796992481,1.44,6.65
CHL,2017,7,0.35774921173902496,1.77,6.65
CHL,2017,8,0.3415797558412159,1.69,6.65
CHL,2017,9,0.3237259816207185,1.55,6.65
CHL,2017,10,0.4972107688576279,2.46,6.65
CHL,2017,11,0.6244778613199666,2.99,6.65
CHL,2017,12,0.5416767725766027,2.68,6.65
CHL,2018,1,0.4378922784994892,2.16,6.63
CHL,2018,2,0.3905408317173023,1.74,6.63
CHL,2018,3,0.33855560421025316,1.67,6.63
CHL,2018,4,0.314228255404726,1.5,6.63
CHL,2018,5,0.29395546473345335,1.45,6.63
CHL,2018,6,0.32889224065694656,1.57,6.63
CHL,2018,7,0.4115376506268347,2.03,6.63
CHL,2018,8,0.3081464182033442,1.52,6.63
CHL,2018,9,0.32679738562091504,1.56,6.63
CHL,2018,10,0.5554744643928705,2.74,6.63
CHL,2018,11,0.6096028154851685,2.91,6.63
CHL,2018,12,0.490601534244798,2.42,6.63
CHL,2019,1,0.4346146416843733,2.16,6.68
CHL,2019,2,0.36311305959509554,1.63,6.68
CHL,2019,3,0.29980361856931304,1.49,6.68
CHL,2019,4,0.27029274783765805,1.3,6.68
CHL,2019,5,0.2917551992788617,1.45,6.68
CHL,2019,6,0.3368263473053893,1.62,6.68
CHL,2019,7,0.31992466679544146,1.59,6.68
CHL,2019,8,0.39437254523211646,1.96,6.68
CHL,2019,9,0.36801397205588826,1.77,6.68
CHL,2019,10,0.39839675487734216,1.98,6.68
CHL,2019,11,0.4158349966733201,2.0,6.68
CHL,2019,12,0.37626360182860097,1.87,6.68
CHL,2020,1,0.385964095641515,1.99,6.93
CHL,2020,2,0.3255046358494635,1.57,6.93
CHL,2020,3,0.2482583127744418,1.28,6.93
CHL,2020,4,0.1803751803751804,0.9,6.93
CHL,2020,5,0.2172260236776366,1.12,6.93
CHL,2020,6,0.23649190315856986,1.18,6.93
CHL,2020,7,0.3646293968874614,1.88,6.93
CHL,2020,8,0.3355366258592065,1.73,6.93
CHL,2020,9,0.3467211800545134,1.73,6.93
CHL,2020,10,0.4519077099722261,2.33,6.93
CHL,2020,11,0.5130671797338465,2.56,6.93
CHL,2020,12,0.4596657822464274,2.37,6.93
CHL,2021,1,0.36908088989942056,1.87,6.81
CHL,2021,2,0.27970072022935466,1.28,6.81
CHL,2021,3,0.23684335180711477,1.2,6.81
CHL,2021,4,0.18151411323217495,0.89,6.81
CHL,2021,5,0.2309222680119369,1.17,6.81
CHL,2021,6,0.3405938978626204,1.67,6.81
CHL,2021,7,0.21908010042158121,1.11,6.81
CHL,2021,8,0.22697487881515166,1.15,6.81
CHL,2021,9,0.27736988089411,1.36,6.81
CHL,2021,10,0.2980278843572861,1.51,6.81
CHL,2021,11,0.32835699135258617,1.61,6.81
CHL,2021,12,0.3315806925299607,1.68,6.81
CHL,2022,1,0.2820921279702642,1.53,7.29
CHL,2022,2,0.2510777973740937,1.23,7.29
CHL,2022,3,0.2064988126318274,1.12,7.29
CHL,2022,4,0.17527815881725348,0.92,7.29
CHL,2022,5,0.22124872781981503,1.2,7.29
CHL,2022,6,0.27815881725346747,1.46,7.29
CHL,2022,7,0.33924804932371644,1.84,7.29
CHL,2022,8,0.37796657669218403,2.05,7.29
CHL,2022,9,0.3715134887974394,1.95,7.29
CHL,2022,10,0.44249745563963006,2.4,7.29
CHL,2022,11,0.4762993446121018,2.5,7.29
CHL,2022,12,0.38534153428617784,2.09,7.29
CHL,2023,1,0.28788991089807264,1.6,7.47
CHL,2023,2,0.2769012558169185,1.39,7.47
CHL,2023,3,0.22491399288911926,1.25,7.47
CHL,2023,4,0.1710545887252715,0.92,7.47
CHL,2023,5,0.19432568985619905,1.08,7.47
CHL,2023,6,0.3049233972928752,1.64,7.47
CHL,2023,7,0.4768176649249328,2.65,7.47
CHL,2023,8,0.47861697686804583,2.66,7.47
CHL,2023,9,0.5020080321285142,2.7,7.47
CHL,2023,10,0.46062385743691625,2.56,7.47
CHL,2023,11,0.511304477167931,2.75,7.47
CHL,2023,12,0.48941284852672357,2.72,7.47
CHN,2015,1,0.2383089448584743,52.57,296.5
CHN,2015,2,0.2638420460933108,52.57,296.5
CHN,2015,3,0.31025041251881263,68.44,296.5
CHN,2015,4,0.33160014989694586,70.79,296.5
CHN,2015,5,0.34996101470561564,77.2,296.5
CHN,2015,6,0.48205920929361057,102.91,296.5
CHN,2015,7,0.49737982556347343,109.72,296.5
CHN,2015,8,0.4753032693249197,104.85,296.5
CHN,2015,9,0.5034195240771969,107.47,296.5
CHN,2015,10,0.4538613574135523,100.12,296.5
CHN,2015,11,0.3643901068015739,77.79,296.5
CHN,2015,12,0.30621588786741366,67.55,296.5
CHN,2016,1,0.2837113921875583,64.46,305.38
CHN,2016,2,0.30327769509704505,64.46,305.38
CHN,2016,3,0.3234116211284795,73.48,305.38
CHN,2016,4,0.3573871533462862,78.58,305.38
CHN,2016,5,0.41434363109737427,94.14,305.38
CHN,2016,6,0.4841417978329367,106.45,305.38
CHN,2016,7,0.5474846427894878,124.39,305.38
CHN,2016,8,0.4895628010087204,111.23,305.38
CHN,2016,9,0.43020171589495054,94.59,305.38
CHN,2016,10,0.40611309582913446,92.27,305.38
CHN,2016,11,0.36525531032374964,80.31,305.38
CHN,2016,12,0.28410751420581587,64.55,305.38
CHN,2017,1,0.25737635503092965,60.2,314.38
CHN,2017,2,0.2849523930699578,60.2,314.38
CHN,2017,3,0.3000871488309128,70.19,314.38
CHN,2017,4,0.31830728559210014,72.05,314.38
CHN,2017,5,0.36943340262828284,86.41,314.38
CHN,2017,6,0.4537590742979126,102.71,314.38
CHN,2017,7,0.5208237137851801,121.82,314.38
CHN,2017,8,0.4874759468542624,114.02,314.38
CHN,2017,9,0.4853468201963653,109.86,314.38
CHN,2017,10,0.4513491993457681,105.57,314.38
CHN,2017,11,0.38271978002558826,86.63,314.38
CHN,2017,12,0.30953568279467286,72.4,314.38
CHN,2018,1,0.26450471804347586,63.42,322.27
CHN,2018,2,0.2928445092624197,63.42,322.27
CHN,2018,3,0.276391164691598,66.27,322.27
CHN,2018,4,0.30228276496933215,70.14,322.27
CHN,2018,5,0.38587159434535456,92.52,322.27
CHN,2018,6,0.4580355326623983,106.28,322.27
CHN,2018,7,0.5392276095213023,129.29,322.27
CHN,2018,8,0.5313867254165762,127.41,322.27
CHN,2018,9,0.4922114996741862,114.21,322.27
CHN,2018,10,0.4671582066863723,112.01,322.27
CHN,2018,11,0.3776595194505642,87.63,322.27
CHN,2018,12,0.2997052828540551,71.86,322.27
CHN,2019,1,0.28251437382610334,68.89,327.75
CHN,2019,2,0.31278377102175725,68.89,327.75
CHN,2019,3,0.3327099890914757,81.13,327.75
CHN,2019,4,0.35346215780998386,83.41,327.75
CHN,2019,5,0.42120846763941167,102.71,327.75
CHN,2019,6,0.4817781167895584,113.69,327.75
CHN,2019,7,0.5655208615273574,137.9,327.75
CHN,2019,8,0.5309088523084241,129.46,327.75
CHN,2019,9,0.4778371048393932,112.76,327.75
CHN,2019,10,0.4412621080518031,107.6,327.75
CHN,2019,11,0.34897025171624707,82.35,327.75
CHN,2019,12,0.2815301460758019,68.65,327.75
CHN,2020,1,0.2363372090254382,59.55,338.67
CHN,2020,2,0.2526363268892615,59.55,338.67
CHN,2020,3,0.30027327010687915,75.66,338.67
CHN,2020,4,0.308108844073057,75.13,338.67
CHN,2020,5,0.3384126584987257,85.27,338.67
CHN,2020,6,0.49593507937913994,120.93,338.67
CHN,2020,7,0.5897913120616352,148.61,338.67
CHN,2020,8,0.5706223998938288,143.78,338.67
CHN,2020,9,0.5794726429857974,141.3,338.67
CHN,2020,10,0.5377217204174076,135.49,338.67
CHN,2020,11,0.3766777229882907,91.85,338.67
CHN,2020,12,0.30451979930347395,76.73,338.67
CHN,2021,1,0.2452512473730934,64.69,354.53
CHN,2021,2,0.27152816673449626,64.69,354.53
CHN,2021,3,0.2548050136952482,67.21,354.53
CHN,2021,4,0.306313209664125,78.19,354.53
CHN,2021,5,0.3641425616043534,96.05,354.53
CHN,2021,6,0.4498130545291576,114.82,354.53
CHN,2021,7,0.5414938269021322,142.83,354.53
CHN,2021,8,0.5224621178000619,137.81,354.53
CHN,2021,9,0.5539807005832449,141.41,354.53
CHN,2021,10,0.45767090095655955,120.72,354.53
CHN,2021,11,0.3559093886428668,90.85,354.53
CHN,2021,12,0.2733817815438826,72.11,354.53
CHN,2022,1,0.25857508678385227,70.74,367.71
CHN,2022,2,0.28627956036783647,70.74,367.71
CHN,2022,3,0.29567626194438523,80.89,367.71
CHN,2022,4,0.3484403470125915,92.25,367.71
CHN,2022,5,0.446822428731384,122.24,367.71
CHN,2022,6,0.5612061437304158,148.58,367.71
CHN,2022,7,0.5366694125191573,146.82,367.71
CHN,2022,8,0.4522688081391864,123.73,367.71
CHN,2022,9,0.3782041403400628,100.13,367.71
CHN,2022,10,0.36688127594706327,100.37,367.71
CHN,2022,11,0.29741130540673666,78.74,367.71
CHN,2022,12,0.2763763402845218,75.61,367.71
CHN,2023,1,0.2499941971461565,68.93,370.6
CHN,2023,2,0.27677928969753035,68.93,370.6
CHN,2023,3,0.2504656790209425,69.06,370.6
CHN,2023,4,0.25855219763746473,68.99,370.6
CHN,2023,5,0.3009142396230466,82.97,370.6
CHN,2023,6,0.3728563290759729,99.49,370.6
CHN,2023,7,0.4432292301353805,122.21,370.6
CHN,2023,8,0.5355671419203963,147.67,370.6
CHN,2023,9,0.5262862025544163,140.43,370.6
CHN,2023,10,0.44779897753715275,123.47,370.6
CHN,2023,11,0.31413023925166395,83.82,370.6
CHN,2023,12,0.2839046242942279,78.28,370.6
COL,2000,1,0.3543056259832794,2.18,8.27
COL,2000,2,0.3631044211872298,2.09,8.27
COL,2000,3,0.3559308811483403,2.19,8.27
COL,2000,4,0.36107752250436653,2.15,8.27
COL,2000,5,0.41118955676041136,2.53,8.27
COL,2000,6,0.4081015719467957,2.43,8.27
COL,2000,7,0.4241915980808987,2.61,8.27
COL,2000,8,0.40631379126522865,2.5,8.27
COL,2000,9,0.3862689775628107,2.3,8.27
COL,2000,10,0.38193496378931496,2.35,8.27
COL,2000,11,0.4081015719467957,2.43,8.27
COL,2000,12,0.4550714462170561,2.8,8.27
COL,2001,1,0.39331549477231054,2.54,8.68
COL,2001,2,0.38916776387974544,2.27,8.68
COL,2001,3,0.3871215499727466,2.5,8.68
COL,2001,4,0.37762416794674863,2.36,8.68
COL,2001,5,0.40105792577176547,2.59,8.68
COL,2001,6,0.40162570404505893,2.51,8.68
COL,2001,7,0.4351246221693672,2.81,8.68
COL,2001,8,0.453706456568059,2.93,8.68
COL,2001,9,0.4464285714285715,2.79,8.68
COL,2001,10,0.46144888756751395,2.98,8.68
COL,2001,11,0.43682795698924737,2.73,8.68
COL,2001,12,0.47228829096675085,3.05,8.68
COL,2002,1,0.4118493672090589,2.77,9.04
COL,2002,2,0.3934234091866835,2.39,9.04
COL,2002,3,0.4088757255685603,2.75,9.04
COL,2002,4,0.41021386430678464,2.67,9.04
COL,2002,5,0.44901988771529167,3.02,9.04
COL,2002,6,0.45476892822025566,2.96,9.04
COL,2002,7,0.46388809591778474,3.12,9.04
COL,2002,8,0.4445594252545437,2.99,9.04
COL,2002,9,0.44862340216322516,2.92,9.04
COL,2002,10,0.43563850033304785,2.93,9.04
COL,2002,11,0.4501597836774828,2.93,9.04
COL,2002,12,0.4192834713103054,2.82,9.04
COL,2003,1,0.4278016456710115,2.82,8.86
COL,2003,2,0.4484440503063528,2.67,8.86
COL,2003,3,0.4444889439064056,2.93,8.86
COL,2003,4,0.4483320792575871,2.86,8.86
COL,2003,5,0.46117624214179964,3.04,8.86
COL,2003,6,0.4812515675946827,3.07,8.86
COL,2003,7,0.5127551639602904,3.38,8.86
COL,2003,8,0.4915167843879707,3.24,8.86
COL,2003,9,0.48595435164283923,3.1,8.86
COL,2003,10,0.4991019199495135,3.29,8.86
COL,2003,11,0.5157386506144971,3.29,8.86
COL,2003,12,0.5036530012864391,3.32,8.86
COL,2004,1,0.4831485026911823,3.21,8.93
COL,2004,2,0.48750820558365837,3.03,8.93
COL,2004,3,0.4711074185119628,3.13,8.93
COL,2004,4,0.48214507900958065,3.1,8.93
COL,2004,5,0.5072306710496214,3.37,8.93
COL,2004,6,0.474368545477168,3.05,8.93
COL,2004,7,0.5057255355272189,3.36,8.93
COL,2004,8,0.513251213139231,3.41,8.93
COL,2004,9,0.49303222595495827,3.17,8.93
COL,2004,10,0.5252922973184506,3.49,8.93
COL,2004,11,0.5614657210401891,3.61,8.93
COL,2004,12,0.5298077038856579,3.52,8.93
COL,2005,1,0.5045954225986665,3.36,8.95
COL,2005,2,0.5187549880287312,3.12,8.95
COL,2005,3,0.5121042830540039,3.41,8.95
COL,2005,4,0.5043451272501553,3.25,8.95
COL,2005,5,0.5346308644200157,3.56,8.95
COL,2005,6,0.5245189323401616,3.38,8.95
COL,2005,7,0.5106025109629364,3.4,8.95
COL,2005,8,0.4985883342343967,3.32,8.95
COL,2005,9,0.48417132216014913,3.12,8.95
COL,2005,10,0.5391361806932181,3.59,8.95
COL,2005,11,0.554003724394786,3.57,8.95
COL,2005,12,0.5196131435093412,3.46,8.95
COL,2006,1,0.5331290923289482,3.55,8.95
COL,2006,2,0.558659217877095,3.36,8.95
COL,2006,3,0.506097194689734,3.37,8.95
COL,2006,4,0.5276225946617009,3.4,8.95
COL,2006,5,0.5391361806932181,3.59,8.95
COL,2006,6,0.5617628801986345,3.62,8.95
COL,2006,7,0.5706733946056347,3.8,8.95
COL,2006,8,0.5466450411485554,3.64,8.95
COL,2006,9,0.5152079453755433,3.32,8.95
COL,2006,10,0.5015918784165316,3.34,8.95
COL,2006,11,0.5291744258224707,3.41,8.95
COL,2006,12,0.5466450411485554,3.64,8.95
COL,2007,1,0.5247766335354695,3.51,8.99
COL,2007,2,0.5032046188887124,3.04,8.99
COL,2007,3,0.49188465080675065,3.29,8.99
COL,2007,4,0.5376344086021506,3.48,8.99
COL,2007,5,0.5681342471324171,3.8,8.99
COL,2007,6,0.5592633790631567,3.62,8.99
COL,2007,7,0.5621538866362864,3.76,8.99
COL,2007,8,0.5576686162641884,3.73,8.99
COL,2007,9,0.5886169818316649,3.81,8.99
COL,2007,10,0.5696293372564498,3.81,8.99
COL,2007,11,0.6349647756766779,4.11,8.99
COL,2007,12,0.5696293372564498,3.81,8.99
COL,2008,1,0.5391278375149343,3.61,9.0
COL,2008,2,0.5651340996168582,3.54,9.0
COL,2008,3,0.5271804062126643,3.53,9.0
COL,2008,4,0.5401234567901234,3.5,9.0
COL,2008,5,0.522700119474313,3.5,9.0
COL,2008,6,0.5740740740740741,3.72,9.0
COL,2008,7,0.595878136200717,3.99,9.0
COL,2008,8,0.6093189964157707,4.08,9.0
COL,2008,9,0.6203703703703702,4.02,9.0
COL,2008,10,0.6227598566308243,4.17,9.0
COL,2008,11,0.6095679012345679,3.95,9.0
COL,2008,12,0.6152927120669056,4.12,9.0
COL,2009,1,0.5854241338112306,3.92,9.0
COL,2009,2,0.5902777777777778,3.57,9.0
COL,2009,3,0.5854241338112306,3.92,9.0
COL,2009,4,0.58179012345679,3.77,9.0
COL,2009,5,0.5615292712066906,3.76,9.0
COL,2009,6,0.5354938271604939,3.47,9.0
COL,2009,7,0.5256869772998806,3.52,9.0
COL,2009,8,0.522700119474313,3.5,9.0
COL,2009,9,0.5231481481481481,3.39,9.0
COL,2009,10,0.39127837514934294,2.62,9.0
COL,2009,11,0.4228395061728395,2.74,9.0
COL,2009,12,0.35095579450418163,2.35,9.0
COL,2010,1,0.3107455514321058,2.09,9.04
COL,2010,2,0.3736699325747998,2.27,9.04
COL,2010,3,0.40738890474831096,2.74,9.04
COL,2010,4,0.4056047197640118,2.64,9.04
COL,2010,5,0.4624012750975354,3.11,9.04
COL,2010,6,0.586897738446411,3.82,9.04
COL,2010,7,0.6021624322009705,4.05,9.04
COL,2010,8,0.5977019697402226,4.02,9.04
COL,2010,9,0.5945796460176992,3.87,9.04
COL,2010,10,0.5664787325149871,3.81,9.04
COL,2010,11,0.5884341199606686,3.83,9.04
COL,2010,12,0.5828337615377296,3.92,9.04
COL,2011,1,0.530996946767556,3.84,9.72
COL,2011,2,0.5404296492259455,3.53,9.72
COL,2011,3,0.5821607150758883,4.21,9.72
COL,2011,4,0.5586991312299955,3.91,9.72
COL,2011,5,0.5876919332713837,4.25,9.72
COL,2011,6,0.5729881115683584,4.01,9.72
COL,2011,7,0.5586530377450329,4.04,9.72
COL,2011,8,0.55035621045179,3.98,9.72
COL,2011,9,0.565843621399177,3.96,9.72
COL,2011,10,0.5628014513916545,4.07,9.72
COL,2011,11,0.5758459076360312,4.03,9.72
COL,2011,12,0.5683326695871499,4.11,9.72
COL,2012,1,0.5483541130681444,3.99,9.78
COL,2012,2,0.5802952307077546,3.95,9.78
COL,2012,3,0.5689689293489016,4.14,9.78
COL,2012,4,0.5566916609861395,3.92,9.78
COL,2012,5,0.6005783143127296,4.37,9.78
COL,2012,6,0.5822540331742786,4.1,9.78
COL,2012,7,0.5634716450073664,4.1,9.78
COL,2012,8,0.5497284341535281,4.0,9.78
COL,2012,9,0.5254487616450808,3.7,9.78
COL,2012,10,0.5057501594212459,3.68,9.78
COL,2012,11,0.5226084980686209,3.68,9.78
COL,2012,12,0.4892583063966401,3.56,9.78
COL,2013,1,0.47117909163207733,3.46,9.87
COL,2013,2,0.476431707434747,3.16,9.87
COL,2013,3,0.5174799272259809,3.8,9.87
COL,2013,4,0.49954970167736124,3.55,9.87
COL,2013,5,0.5460775021516272,4.01,9.87
COL,2013,6,0.526286164584037,3.74,9.87
COL,2013,7,0.48615877373598726,3.57,9.87
COL,2013,8,0.5161181379438072,3.79,9.87
COL,2013,9,0.5530226274907126,3.93,9.87
COL,2013,10,0.5174799272259809,3.8,9.87
COL,2013,11,0.5009568839356073,3.56,9.87
COL,2013,12,0.5256506629190226,3.86,9.87
COL,2014,1,0.45501627700503106,3.69,10.9
COL,2014,2,0.46554172127566634,3.41,10.9
COL,2014,3,0.49077636381572454,3.98,10.9
COL,2014,4,0.43577981651376146,3.42,10.9
COL,2014,5,0.42418861596132973,3.44,10.9
COL,2014,6,0.4230377166156983,3.32,10.9
COL,2014,7,0.47844529939824404,3.88,10.9
COL,2014,8,0.47351287363125183,3.84,10.9
COL,2014,9,0.5020387359836901,3.94,10.9
COL,2014,10,0.4747459800729999,3.85,10.9
COL,2014,11,0.5045871559633027,3.96,10.9
COL,2014,12,0.477212192956496,3.87,10.9
COL,2015,1,0.4277699859747545,3.66,11.5
COL,2015,2,0.4917184265010352,3.8,11.5
COL,2015,3,0.46984572230014016,4.02,11.5
COL,2015,4,0.4891304347826087,4.05,11.5
COL,2015,5,0.45815801776531084,3.92,11.5
COL,2015,6,0.4649758454106281,3.85,11.5
COL,2015,7,0.47802711547452076,4.09,11.5
COL,2015,8,0.4967274427302477,4.25,11.5
COL,2015,9,0.4528985507246377,3.75,11.5
COL,2015,10,0.3681626928471248,3.15,11.5
COL,2015,11,0.36594202898550726,3.03,11.5
COL,2015,12,0.35764375876577836,3.06,11.5
COL,2016,1,0.3253128096839024,2.81,11.61
COL,2016,2,0.35146078984624823,2.84,11.61
COL,2016,3,0.2894242079038278,2.5,11.61
COL,2016,4,0.39597090630682363,3.31,11.61
COL,2016,5,0.4978096375945838,4.3,11.61
COL,2016,6,0.4904775576610202,4.1,11.61
COL,2016,7,0.5117019995739676,4.42,11.61
COL,2016,8,0.5267520583849665,4.55,11.61
COL,2016,9,0.5371327399751173,4.49,11.61
COL,2016,10,0.49896733442619906,4.31,11.61
COL,2016,11,0.5311513063451049,4.44,11.61
COL,2016,12,0.5441175108591962,4.7,11.61
COL,2017,1,0.5374052379249971,4.69,11.73
COL,2017,2,0.5328218243819267,4.2,11.73
COL,2017,3,0.5236549972957861,4.57,11.73
COL,2017,4,0.5541346973572037,4.68,11.73
COL,2017,5,0.576364253041095,5.03,11.73
COL,2017,6,0.5778156673297338,4.88,11.73
COL,2017,7,0.5786559598126301,5.05,11.73
COL,2017,8,0.576364253041095,5.03,11.73
COL,2017,9,0.5624230368475892,4.75,11.73
COL,2017,10,0.5488637717826729,4.79,11.73
COL,2017,11,0.5529506488585771,4.67,11.73
COL,2017,12,0.5557388920972783,4.85,11.73
COL,2018,1,0.5108435047951178,4.5,11.84
COL,2018,2,0.4763412966537966,3.79,11.84
COL,2018,3,0.4949505957570475,4.36,11.84
COL,2018,4,0.5595439189189189,4.77,11.84
COL,2018,5,0.5573870241208951,4.91,11.84
COL,2018,6,0.5665822072072072,4.83,11.84
COL,2018,7,0.5755503487358327,5.07,11.84
COL,2018,8,0.5732799331589654,5.05,11.84
COL,2018,9,0.564236111111111,4.81,11.84
COL,2018,10,0.5676038942167975,5.0,11.84
COL,2018,11,0.5900431681681682,5.03,11.84
COL,2018,12,0.5108435047951178,4.5,11.84
COL,2019,1,0.4517841530793428,4.01,11.93
COL,2019,2,0.46152157426256346,3.7,11.93
COL,2019,3,0.47995024741097264,4.26,11.93
COL,2019,4,0.5332029430939742,4.58,11.93
COL,2019,5,0.5543087364464755,4.92,11.93
COL,2019,6,0.5832634814193909,5.01,11.93
COL,2019,7,0.5869814058711661,5.21,11.93
COL,2019,8,0.574588324365249,5.1,11.93
COL,2019,9,0.5343671416596815,4.59,11.93
COL,2019,10,0.5002298353297462,4.44,11.93
COL,2019,11,0.5145757660426563,4.42,11.93
COL,2019,12,0.47319038477138153,4.2,11.93
COL,2020,1,0.4532775453277546,4.03,11.95
COL,2020,2,0.42802866349252155,3.56,11.95
COL,2020,3,0.42628334907994786,3.79,11.95
COL,2020,4,0.40213854021385403,3.46,11.95
COL,2020,5,0.38129302200027,3.39,11.95
COL,2020,6,0.399814039981404,3.44,11.95
COL,2020,7,0.5252620686552392,4.67,11.95
COL,2020,8,0.5286363431862151,4.7,11.95
COL,2020,9,0.5195258019525802,4.47,11.95
COL,2020,10,0.5252620686552392,4.67,11.95
COL,2020,11,0.5625290562529056,4.84,11.95
COL,2020,12,0.5410086831331264,4.81,11.95
COL,2021,1,0.5162640032393037,4.59,11.95
COL,2021,2,0.49935246064953187,4.01,11.95
COL,2021,3,0.5443829576641023,4.84,11.95
COL,2021,4,0.5555555555555557,4.78,11.95
COL,2021,5,0.5792504611508527,5.15,11.95
COL,2021,6,0.593909809390981,5.11,11.95
COL,2021,7,0.6017456246906916,5.35,11.95
COL,2021,8,0.6039951410446754,5.37,11.95
COL,2021,9,0.6415620641562064,5.52,11.95
COL,2021,10,0.6298645791154902,5.6,11.95
COL,2021,11,0.6218038121803813,5.35,11.95
COL,2021,12,0.5443829576641023,4.84,11.95
COL,2022,1,0.5130017564151994,4.79,12.55
COL,2022,2,0.5193511667615253,4.38,12.55
COL,2022,3,0.5783318339545046,5.4,12.55
COL,2022,4,0.585436033643205,5.29,12.55
COL,2022,5,0.5997515315083751,5.6,12.55
COL,2022,6,0.5843293492695883,5.28,12.55
COL,2022,7,0.5911836524868269,5.52,12.55
COL,2022,8,0.6072484256522298,5.67,12.55
COL,2022,9,0.6053563523683045,5.47,12.55
COL,2022,10,0.6233131988176328,5.82,12.55
COL,2022,11,0.6230633023461709,5.63,12.55
COL,2022,12,0.5868997129760529,5.48,12.55
COL,2023,1,0.5697866555965259,5.6,13.21
COL,2023,2,0.5429688908114344,4.82,13.21
COL,2023,3,0.571821607937942,5.62,13.21
COL,2023,4,0.5803684077718899,5.52,13.21
COL,2023,5,0.521965275573246,5.13,13.21
COL,2023,6,0.528850197661704,5.03,13.21
COL,2023,7,0.49856332364696015,4.9,13.21
COL,2023,8,0.5280701325974946,5.19,13.21
COL,2023,9,0.4720750273361931,4.49,13.21
COL,2023,10,0.43140989638022675,4.24,13.21
COL,2023,11,0.5299015897047691,5.04,13.21
COL,2023,12,0.43344484872164285,4.26,13.21
CRI,2019,1,0.3274055693410532,0.57,2.34
CRI,2019,2,0.28617216117216127,0.45,2.34
CRI,2019,3,0.2986857825567503,0.52,2.34
CRI,2019,4,0.2967711301044635,0.5,2.34
CRI,2019,5,0.4537726311919861,0.79,2.34
CRI,2019,6,0.43922127255460597,0.74,2.34
CRI,2019,7,0.39058910026651966,0.68,2.34
CRI,2019,8,0.4193088870508226,0.73,2.34
CRI,2019,9,0.43922127255460597,0.74,2.34
CRI,2019,10,0.4480286738351255,0.78,2.34
CRI,2019,11,0.3976733143399811,0.67,2.34
CRI,2019,12,0.3848451429096591,0.67,2.34
CRI,2020,1,0.3807282292676173,0.66,2.33
CRI,2020,2,0.35148734645552754,0.57,2.33
CRI,2020,3,0.28266186718353403,0.49,2.33
CRI,2020,4,0.30400572246065805,0.51,2.33
CRI,2020,5,0.3749596197332595,0.65,2.33
CRI,2020,6,0.42918454935622313,0.72,2.33
CRI,2020,7,0.4153398864737643,0.72,2.33
CRI,2020,8,0.44995154367991136,0.78,2.33
CRI,2020,9,0.48283261802575106,0.81,2.33
CRI,2020,10,0.48456320088605837,0.84,2.33
CRI,2020,11,0.48283261802575106,0.81,2.33
CRI,2020,12,0.4153398864737643,0.72,2.33
CRI,2021,1,0.3614348965392609,0.64,2.38
CRI,2021,2,0.36889755902360943,0.59,2.38
CRI,2021,3,0.34449263576398303,0.61,2.38
CRI,2021,4,0.4143323996265173,0.71,2.38
CRI,2021,5,0.4461462004156502,0.79,2.38
CRI,2021,6,0.4785247432306256,0.82,2.38
CRI,2021,7,0.45179362067407614,0.8,2.38
CRI,2021,8,0.5082678232583356,0.9,2.38
CRI,2021,9,0.4785247432306256,0.82,2.38
CRI,2021,10,0.49132556248305775,0.87,2.38
CRI,2021,11,0.4668534080298787,0.8,2.38
CRI,2021,12,0.4574410409325021,0.81,2.38
CRI,2022,1,0.3749596197332595,0.65,2.33
CRI,2022,2,0.3384937666053546,0.53,2.33
CRI,2022,3,0.3288107434583967,0.57,2.33
CRI,2022,4,0.39938006676204096,0.67,2.33
CRI,2022,5,0.5076376390234897,0.88,2.33
CRI,2022,6,0.5185979971387696,0.87,2.33
CRI,2022,7,0.4730259818173427,0.82,2.33
CRI,2022,8,0.5134062485578476,0.89,2.33
CRI,2022,9,0.5185979971387696,0.87,2.33
CRI,2022,10,0.49610041995477405,0.86,2.33
CRI,2022,11,0.48283261802575106,0.81,2.33
CRI,2022,12,0.43264571507683786,0.75,2.33
CRI,2023,1,0.39131618347624886,0.69,2.37
CRI,2023,2,0.36417520594735786,0.58,2.37
CRI,2023,3,0.3516174402250352,0.62,2.37
CRI,2023,4,0.3574777308954524,0.61,2.37
CRI,2023,5,0.3346036931173722,0.59,2.37
CRI,2023,6,0.4278012189404594,0.73,2.37
CRI,2023,7,0.4026586815480242,0.71,2.37
CRI,2023,8,0.36863118733269823,0.65,2.37
CRI,2023,9,0.40436005625879035,0.69,2.37
CRI,2023,10,0.47071366997867614,0.83,2.37
CRI,2023,11,0.5098452883263009,0.87,2.37
CRI,2023,12,0.39131618347624886,0.69,2.37
HRV,2018,12,0.11608015640273704,0.19,2.2
HRV,2019,1,0.2504887585532747,0.41,2.2
